title,release_year,rating,genres,description,poster_url
A Princess for Christmas,2011,7.1,"Comedy, Family, TV Movie, Romance, Drama","After her sister and brother-in-law's tragic deaths, an American woman who is the guardian for her young niece and nephew is invited to a royal European castle for Christmas by her late brother-in-law's father, the Duke of Castlebury. Feeling out of place as a commoner, she is determined to give her family a merry Christmas and surprises herself when she falls for a handsome prince.",https://image.tmdb.org/t/p/w500/8B0GaAebFRWek6tGSqWAeyJOIp6.jpg
Red Dawn,2012,5.703,"Action, Thriller","A city in Washington state awakens to the surreal sight of foreign paratroopers dropping from the sky—shockingly, the U.S. has been invaded and their hometown is the initial target. Quickly and without warning, the citizens find themselves prisoners and their town under enemy occupation. Determined to fight back, a group of young patriots seek refuge in the surrounding woods, training and reorganizing themselves into a guerrilla group of fighters.",https://image.tmdb.org/t/p/w500/aHdxKDX36NOEYE2NyAyP7ThuAcm.jpg
Galaxy Quest,1999,7.1,"Comedy, Science Fiction, Adventure","For four years, the courageous crew of the NSEA protector - ""Commander Peter Quincy Taggart"", ""Lt. Tawny Madison and ""Dr.Lazarus"" - set off on a thrilling and often dangerous mission in space...and then their series was cancelled! Now, twenty years later, aliens under attack have mistaken the Galaxy Quest television transmissions for ""historical documents"" and beam up the crew of has-been actors to save the universe. With no script, no director and no clue, the actors must turn in the performances of their lives.",https://image.tmdb.org/t/p/w500/fZXSwgZknp81vmciTb86rw0MejV.jpg
Ben-Hur,2016,5.7,"Action, History, Adventure, Drama",A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,https://image.tmdb.org/t/p/w500/c9CoGrBA5yw8A7YBMz0hGzfzpNq.jpg
RV,2006,5.9,"Family, Comedy, Romance, Drama","Climbing aboard their mammoth recreational vehicle for a cross-country road trip to the Colorado Rockies, the Munro family – led by dysfunctional patriarch, Bob – prepares for the adventure of a lifetime. But spending two weeks together in one seriously small space has a way of cramping their style.",https://image.tmdb.org/t/p/w500/eqV0JjfwcEJuK3JPZ2rsNvS1p30.jpg
The Funeral,2024,7.0,"Horror, Romance, Thriller","Cemal drives a hearse for a living. He's entrusted with secretly carrying the body of a young girl at the request of her family. One night, he hears strange groans from the back of the truck, even though the girl hasn't got a pulse.",https://image.tmdb.org/t/p/w500/nubOF5PQ01urMs3dDXCF2BqmBuE.jpg
Evil,2003,7.269,Drama,"Stockholm, in the 1950s.  Erik is expelled from the local school for getting into one brawl too many. To protect Erik from his violent stepfather’s reaction to his expulsion, Erik's mother arranges for Erik to spend a year at Stjärnsberg Boarding School, the only school willing to accept him. This is Erik's last chance to graduate to Upper School and he promises his mother, for his and her sake, to do all he can to stay out of trouble.",https://image.tmdb.org/t/p/w500/a4qQlHDWshHGEbJWfCoKKlzgsh.jpg
The Harder They Fall,2021,6.65,Western,"Gunning for revenge, outlaw Nat Love saddles up with his gang to take down enemy Rufus Buck, a ruthless crime boss who just got sprung from prison.",https://image.tmdb.org/t/p/w500/su9WzL7lwUZPhjH6eZByAYFx2US.jpg
I Feel Pretty,2018,6.389,"Comedy, Romance",A head injury causes a woman to develop an extraordinary amount of confidence and believe she's drop dead gorgeous.,https://image.tmdb.org/t/p/w500/rmP8b6vxbpK1sPinnUqXHKq0VkT.jpg
The Babysitters,2008,5.988,Drama,"Seventeen-year-old Shirley is a good student who works as a babysitter in order to make money for college. One night Michael, a father Shirley works for, confesses he's unhappy with married life. Shirley has a crush on Michael, and seizes this moment to kiss him. Michael is so happy he presents Shirley with a big tip, which gives her an idea. Shirley plans to make extra money by setting up her teenage friends with other unhappy fathers.",https://image.tmdb.org/t/p/w500/nsrNUqGXI95unRKZEu8BJ584xWn.jpg
Fifty Shades of Black,2016,4.888,"Romance, Comedy",An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,https://image.tmdb.org/t/p/w500/fYRiZ3vJuuCYb9H7HXfpjKO9Jd6.jpg
They Live,1988,7.3,"Science Fiction, Action",A lone drifter stumbles upon a harrowing discovery -- a unique pair of sunglasses that reveals that aliens are systematically gaining control of the Earth by masquerading as humans and lulling the public into submission.,https://image.tmdb.org/t/p/w500/ngnybFTuopfbfmmEeX9jjBQQmF6.jpg
Justice League: Throne of Atlantis,2015,7.0,"Science Fiction, Action, Animation, Adventure","After the events of Justice League: War, Ocean Master and Black Manta have declared a war against the surface in retaliation of the aftermath of Apokoliptian-tyrant Darkseid's planetary invasion. Queen Atlanna seeks out her other son, Ocean Master’s half-brother Arthur Curry, a half-human with aquatic powers with no knowledge of his Atlantean heritage, to restore balance.  Living with powers he doesn’t understand and seeing the danger around him, Curry takes steps to embrace his destiny, joining the Justice League, and with his new teammates he battles to save Earth from total destruction.",https://image.tmdb.org/t/p/w500/iaYZA8teYeIxmR8wRrEED5wwR0u.jpg
The Running Man,1987,6.5,"Action, Science Fiction, Thriller, Crime","By 2017, the global economy has collapsed and U.S. society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free.",https://image.tmdb.org/t/p/w500/v9TEnGUNNDAmueoiE55ny4k4zH6.jpg
D.E.B.S.,2005,6.4,"Action, Comedy, Romance",The star of a team of teenage crime fighters falls for the alluring villainess she must bring to justice.,https://image.tmdb.org/t/p/w500/cMwLTcG5aVBYeh5W6SVSfowboAf.jpg
Flora and Son,2023,6.9,"Music, Comedy, Drama","Single mom Flora is at a loss about what to do with her rebellious teenage son, Max. Her efforts to keep him out of trouble lead to a beat-up acoustic guitar, a washed-up LA musician, and harmony for this frayed Dublin family.",https://image.tmdb.org/t/p/w500/pq2p8ovf8PZps2HafvJaLrZK8gS.jpg
Pixie Hollow Games,2011,7.0,"Animation, Family","Rosetta and new arrival Chloe band together to try to break the garden fairies' legendary losing streak in the Pixie Hollow Games, a sports spectacle filled with pixie pageantry, fantastic fairy events and hilarious surprises.",https://image.tmdb.org/t/p/w500/c962jDNYejdctu7pb8zqS2Miey9.jpg
The Pink Panther,1963,6.869,"Comedy, Crime","The trademark of The Phantom, a renowned jewel thief, is a glove left at the scene of the crime. Inspector Clouseau, an expert on The Phantom's exploits, feels sure that he knows where The Phantom will strike next and leaves Paris for the Tyrolean Alps, where the famous Lugashi jewel 'The Pink Panther' is going to be. However, he does not know who The Phantom really is, or for that matter who anyone else really is...",https://image.tmdb.org/t/p/w500/aCjJ0sKayks2uL7MJBzdp2i67NI.jpg
Murder Mystery,2019,6.3,"Action, Comedy, Mystery","On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.",https://image.tmdb.org/t/p/w500/bSMSO9xupd4R4vwTPqigHn2quLN.jpg
Some Like It Hot,1959,8.098,"Comedy, Romance, Crime","Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",https://image.tmdb.org/t/p/w500/hVIKyTK13AvOGv7ICmJjK44DTzp.jpg
Waterworld,1995,6.217,"Adventure, Action, Science Fiction","In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland'—which is tattooed on Enola's back.",https://image.tmdb.org/t/p/w500/f4Q6BKm1lv9u5xoffbIIwrOYf6z.jpg
Un Porrito,2024,0.0,Comedy,,https://image.tmdb.org/t/p/w500/rN3VJqPttkD1ziFB3bwculFM4Dq.jpg
The Second Wife,1998,5.5,"Comedy, Romance","In the early 1960's, a Sicilian single mother marries an older, crass widowed truck driver. When he is arrested trying to smuggle an antique, she ends up falling in love with her handsome stepson.",https://image.tmdb.org/t/p/w500/a2BGHPsGHgKBTq6HyAfA2jphXsh.jpg
There's Something Wrong with the Children,2023,5.8,"Horror, Mystery, Thriller","Margaret and Ben take a weekend trip with longtime friends Ellie and Thomas and their two young children. Eventually, Ben begins to suspect something supernatural is occurring when the kids behave strangely after disappearing into the woods overnight.",https://image.tmdb.org/t/p/w500/e49Sr3Lxfk2psYhv1SzQjs7MeGo.jpg
Minecraft: Into the Nether,2015,7.9,Documentary,"Minecraft. The game that took the world by storm. Follow the story of how the Minecraft phenomenon has ploughed through the 21st century selling over 54 million copies worldwide on a multitude of platforms engaging an audience in the millions which is still continuing to grow. The game boasts the biggest digital world in gaming history with a fan base stretching to every corner of the globe. Youtube viewing numbers have grown and online participation has tripled over the last few years creating a new industry for enthusiastic gamers. Vast communities have been brought together through it's educational impact, YouTube celebrities, festivals and game events pushing the boundaries of technology and creativity to the limits.",https://image.tmdb.org/t/p/w500/vLci7Om940xXupc4kUPTC2JoGWW.jpg
A Nightmare on Elm Street 4: The Dream Master,1988,5.861,"Horror, Thriller","Freddy Krueger is resurrected from his apparent demise, and rapidly tracks down and kills the remainder of the Elm Street kids. However, Kristen, who can draw others into her dreams, wills her special ability to her new friend, Alice.",https://image.tmdb.org/t/p/w500/boStYG7jKdoIZTduiOOsUVknD13.jpg
Evan Almighty,2007,5.6,"Fantasy, Comedy, Family","Junior congressman Evan Baxter, whose wish is to ""change the world"" is heard by none other than God. When God appears with the perplexing request to build an ark, Evan is sure he is losing it.",https://image.tmdb.org/t/p/w500/u7BBXHcPRd8cGw6DVf2EvoGpviA.jpg
Spycies,2020,7.4,"Animation, Comedy, Action, Adventure, Family","Vladimir and Hector, two secret agents opposed in every way, are trying to recover a top secret material stolen by unknown intruders.",https://image.tmdb.org/t/p/w500/yfrB9E1hiXU4D4Axw4DpIZtUqRf.jpg
The Old Guard,2020,7.1,"Action, Fantasy",Four undying warriors who've secretly protected humanity for centuries become targeted for their mysterious powers just as they discover a new immortal.,https://image.tmdb.org/t/p/w500/cjr4NWURcVN3gW5FlHeabgBHLrY.jpg
RV,2006,5.9,"Family, Comedy, Romance, Drama","Climbing aboard their mammoth recreational vehicle for a cross-country road trip to the Colorado Rockies, the Munro family – led by dysfunctional patriarch, Bob – prepares for the adventure of a lifetime. But spending two weeks together in one seriously small space has a way of cramping their style.",https://image.tmdb.org/t/p/w500/eqV0JjfwcEJuK3JPZ2rsNvS1p30.jpg
The 355,2022,6.1,"Action, Adventure, Thriller","A group of top female agents from American, British, Chinese, Colombian, and German government agencies are drawn together to try and stop an organization from acquiring a deadly weapon to send the world into chaos.",https://image.tmdb.org/t/p/w500/zxizwEPE8jhpbMgrFbwCztgvh2m.jpg
Lady Chatterley's Lover,2022,6.7,"Drama, Romance",Unhappily married aristocrat Lady Chatterley begins a torrid affair — and falls deeply in love — with the gamekeeper on her husband's country estate.,https://image.tmdb.org/t/p/w500/aSgl2DxPG3DuQXoaHr500KeULmT.jpg
Ashfall,2019,6.807,"Action, Adventure, Thriller",A group of unlikely heroes from across the Korean peninsula try to save the day after a volcano erupts on the mythical and majestic Baekdu Mountain.,https://image.tmdb.org/t/p/w500/gCZ0RHifBxZGedde7WPWSgjpyZt.jpg
The Miracle of Marcelino,1955,7.2,Drama,"Left on the doorstep of a monastery as an infant, Marcelino was raised by the monks. He was well-cared for but lonely and missed having a mother. One day he found a special friend in the forbidden attic, hanging on a cross. A friend that would repay Marcelino's kindness by granting him one heart-felt wish.",https://image.tmdb.org/t/p/w500/vN8BqcW5TZuhhsQlSbDBvmfhhoA.jpg
The Bucket List,2007,7.2,"Drama, Comedy","Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.",https://image.tmdb.org/t/p/w500/idbNSe8zsYKQL97dJApfOrDSdya.jpg
Pretty Young Sister,2020,6.3,"Drama, Romance","Ji-yeong and Woo-hyeon is on a fun, casual relationship. However, Woo-hyeon finds out that his friend Min-soo likes Ji-yeong and decides to be a stepping stone between them. Will Min-soo and Ji-yeong be able to date after many twists and turns? Or will Ji-yeong go back to Woo-hyeon's arms? The story of two men surrouding Ji-yeong's heart begins.",https://image.tmdb.org/t/p/w500/shSKZFlJUGR3rbFyMnwfK6xvTeC.jpg
Over the Moon,2020,7.2,"Animation, Adventure, Family, Fantasy","Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess.",https://image.tmdb.org/t/p/w500/lG0TF0wj1n9p9CPy5xlIUIkF56a.jpg
Jack and Jill,2011,4.373,"Comedy, Family","Jack Sadelstein, a successful advertising executive in Los Angeles with a beautiful wife and kids, dreads one event each year: the Thanksgiving visit of his twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down.",https://image.tmdb.org/t/p/w500/p6xV65iiz9agN2IAtf7cgbZC3YF.jpg
Bāhubali: The Beginning,2015,7.5,"Action, Adventure, Fantasy, Drama","The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process.",https://image.tmdb.org/t/p/w500/9BAjt8nSSms62uOVYn1t3C3dVto.jpg
Safe,2012,6.486,"Action, Crime, Thriller","After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",https://image.tmdb.org/t/p/w500/kOCpkoMUVae9UIf85gO71SyjLbW.jpg
Where the Wild Things Are,2009,6.5,"Family, Fantasy, Drama, Adventure","Max imagines running away from his mom and sailing to a far-off land where large talking beasts—Ira, Carol, Douglas, the Bull, Judith and Alexander—crown him as their king, play rumpus, build forts and discover secret hideaways.",https://image.tmdb.org/t/p/w500/sDFV9VEjwTUWF1s5sjOllsb70jk.jpg
Blue Lock,2023,0.0,Thriller,"Features a musical adaptation of the popular anime, ""Blue Lock.""",https://image.tmdb.org/t/p/w500/xp5g7uXgudbCzSkUe599901Xbdq.jpg
After Earth,2013,5.2,"Science Fiction, Action, Adventure","One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.",https://image.tmdb.org/t/p/w500/iXMvYIlzzJBs352CfeiQcBvovZt.jpg
Young Wife,2016,4.0,"Romance, Drama","Jong-hwan's friend's daughter Seong-hye moves into his house. She messes up the house and drinks with her friends and even has sex with men in the house. One day, Jong-hwan ends up comforting Seong-hye who broke up with her boyfriend. They spend more time together and become dependent on each other. Afterwards, they fall for each other more than they should...",https://image.tmdb.org/t/p/w500/hcL83rs9t8mVwu6UbVZCG1bzmd0.jpg
Barbie Fairytopia: Mermaidia,2006,6.8,"Animation, Family, Adventure, Fantasy","In this animated follow-up to Fairytopia, Elina enlists the help of a mermaid, Nori, to save her friend Nalu, a merman prince who has been captured by the wicked Laverna.",https://image.tmdb.org/t/p/w500/uBCvRThFwjvwNQeS3Vy7xMPc0Rh.jpg
Sanju,2018,7.2,"Drama, Comedy",Sanju explores some of the most crucial chapters from movie star Sanjay Dutt’s dramatic and controversial real life. It gives a lowdown on his tryst with drugs and his trials and tribulations in the Arms Acts case and the 1993 Mumbai blasts.,https://image.tmdb.org/t/p/w500/q1wkN4VQuBTj1AeyTLLz2w6awMA.jpg
Bitter Moon,1992,7.1,"Thriller, Drama, Romance",A passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.,https://image.tmdb.org/t/p/w500/bW7E4cLWh0elRRbp2VCrtXrY1if.jpg
The Quake,2018,6.739,"Action, Drama, Thriller","A geologist races against time to save his estranged wife and two children when a devastating earthquake strikes Oslo, Norway.",https://image.tmdb.org/t/p/w500/jA5MVaNWe76EjuXn4FqkeaHDPuj.jpg
Group Sex,2010,5.9,"Comedy, Romance","Herman has a weakness for strip clubs. Donny has a thing for condiments and Tiffany is a newly celibate martial artist. These are Andy's new friends after he unsuspectingly follows his dream girl into a sexual addiction recovery group. At first this seems like the best possible news! However, Andy's professional and personal life begins to unravel as he deepens his ties to this lovable, but damaged group.",https://image.tmdb.org/t/p/w500/nIm2mHK892iPQlCAoLoNcDUMzl.jpg
Cobra,1986,6.109,"Action, Crime, Thriller",A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far reaching plans.,https://image.tmdb.org/t/p/w500/oqJnfH1YKTPMASLKLPmCW5hhvVL.jpg
El Ariston,2024,0.0,Documentary,"In 1947 Marcel Breuer, a fundamental figure of the Bauhaus, visited Argentina and designed the Parador Ariston, in Mar del Plata. As time goes by, the Ariston will be forgotten. The context in which it was created leads us to discover how Mar del Plata is transformed into the dream city for vacations by Argentine families and the importance of architectural heritage.",https://image.tmdb.org/t/p/w500/y6HxsCC3dictmGVeJb9aU7AzuTP.jpg
Group Sex,2010,5.9,"Comedy, Romance","Herman has a weakness for strip clubs. Donny has a thing for condiments and Tiffany is a newly celibate martial artist. These are Andy's new friends after he unsuspectingly follows his dream girl into a sexual addiction recovery group. At first this seems like the best possible news! However, Andy's professional and personal life begins to unravel as he deepens his ties to this lovable, but damaged group.",https://image.tmdb.org/t/p/w500/nIm2mHK892iPQlCAoLoNcDUMzl.jpg
Cobra,1986,6.109,"Action, Crime, Thriller",A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far reaching plans.,https://image.tmdb.org/t/p/w500/oqJnfH1YKTPMASLKLPmCW5hhvVL.jpg
El Ariston,2024,0.0,Documentary,"In 1947 Marcel Breuer, a fundamental figure of the Bauhaus, visited Argentina and designed the Parador Ariston, in Mar del Plata. As time goes by, the Ariston will be forgotten. The context in which it was created leads us to discover how Mar del Plata is transformed into the dream city for vacations by Argentine families and the importance of architectural heritage.",https://image.tmdb.org/t/p/w500/y6HxsCC3dictmGVeJb9aU7AzuTP.jpg
Female Hostel 3,2019,9.8,Romance,"Lonely boarding house women! Any man who goes in there can't come out in one piece! Boarding house owner Hyeon-jeong and tenants Seon-mi and Joo-hee have a rule; boyfriends are allowed to visit, but they can't sleep together! One day, Joo-hee brings in her boyfriend, Jeong-sik, and they secretly spend a hot night together. The next morning, Jeong-sik tries to leave quietly, but gets caught by Hyeon-jeong. She tells him that he broke the rules and he needs to be punished, so she comes on to him.",https://image.tmdb.org/t/p/w500/fedRspcT8CoALqSvUZTtdoJqP9p.jpg
Diamonds Are Forever,1971,6.389,"Action, Thriller",Diamonds are stolen only to be sold again in the international market. James Bond infiltrates a smuggling mission to find out who's guilty. The mission takes him to Las Vegas where Bond meets his archenemy Blofeld.,https://image.tmdb.org/t/p/w500/ooDT0eKrWCxJCsn9JehPkD0QYNj.jpg
Fear,1996,6.441,Thriller,"Nicole Walker always dreamed of being swept away by someone special — someone strong, sexy and sensitive who would care for her more than anything else in the world. David is all that and more: a modern-day knight who charms and seduces her, body and soul. But her perfect boyfriend is not all he seems to be. His sweet facade masks a savage, dark side that will soon transform Nicole's dream into a nightmare.",https://image.tmdb.org/t/p/w500/mUVTKyDGKgpSF41PEsrrXDzBhSo.jpg
Soulmate,2023,7.7,"Drama, Romance","Mi-so, a 12 years old girl who transferred from Seoul to Jeju island, meets Ha-eun. They promise never to seperate. At the age of 18, Ha-eun's boyfriend, Jin-woo breaks two girls's friendship. Few years later, they come apart as their lives go seperate ways. Now they are 27, and they finally meet again. They've missed each other. After 15 years, will they truly understand each other?",https://image.tmdb.org/t/p/w500/iL0jvWpSVW1uFn9aAoUh3UwzdYA.jpg
Project Almanac,2015,6.779,"Science Fiction, Thriller","A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",https://image.tmdb.org/t/p/w500/r59tzuqi6AoxRKdPHzg3ZBke7aA.jpg
Sympathy for the Devil,2023,6.0,"Action, Thriller","After being forced to drive a mysterious passenger at gunpoint, a man finds himself in a high-stakes game of cat and mouse where it becomes clear that not everything is as it seems.",https://image.tmdb.org/t/p/w500/afGdVMa80LMs6ibLP22CwM5uI4e.jpg
The 355,2022,6.1,"Action, Adventure, Thriller","A group of top female agents from American, British, Chinese, Colombian, and German government agencies are drawn together to try and stop an organization from acquiring a deadly weapon to send the world into chaos.",https://image.tmdb.org/t/p/w500/zxizwEPE8jhpbMgrFbwCztgvh2m.jpg
Last of the Renegades,1964,6.6,"Western, Adventure","Forester, a ruthless oil baron, wants to create a war between the native American tribes and the white men. Old Shatterhand, Winnetou and their sidekick Castlepool try to prevent this.",https://image.tmdb.org/t/p/w500/3UXTBXX4XsM5HqhDW2vxZtcs0fk.jpg
Down Periscope,1996,6.302,Comedy,"Maverick Navy Lieutenant Commander Tom Dodge will never be a textbook officer, but he's a brilliant seaman who's always wanted to command a nuclear submarine — he's been given one last chance to clean up his record. Unfortunately, Admiral Graham, his nemesis, would rather sink the fleet than give Dodge his own boat. So, Graham stacks the deck against him and assigns Dodge to the Stingray, a diesel-powered WW2 submarine that can barely keep afloat. To make matters worse, Dodge's crew is a collection of maladjusted, mistake-prone misfits. Then, he's tagged the ""enemy"" in a crucial war game, and ordered to take on the U.S. Navy's best.",https://image.tmdb.org/t/p/w500/brleKcHsirTw7lFqcgUMOfgL2nl.jpg
Big Momma's House,2000,5.8,"Crime, Comedy","When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.",https://image.tmdb.org/t/p/w500/5YoSFqpTz5qIxsX61CPMGKONQIY.jpg
Death Note,2006,7.0,"Fantasy, Mystery, Thriller","Light Yagami finds the ""Death Note,"" a notebook with the power to kill, and decides to create a Utopia by killing the world's criminals, and soon the world's greatest detective, ""L,"" is hired to find the mysterious murderer. An all out battle between the two greatest minds on earth begins and the winner will control the world.",https://image.tmdb.org/t/p/w500/xiJPZntaz1BMooXfiwi2iZAMbhY.jpg
Hackers,1995,6.3,"Action, Crime, Thriller, Drama","Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.",https://image.tmdb.org/t/p/w500/qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg
Adipurush,2023,5.1,"Action, Adventure, Fantasy","7000 years ago, Ayodhya's Prince Raghava and Prince Sesh along with the Mighty Vanar Warriors travels to the island of Lanka with an aim to rescue Raghava's wife Janaki, who has been abducted by Lankesh, the king of Lanka.",https://image.tmdb.org/t/p/w500/1H2xEZOixs0z0JKwyjANZiKNNVJ.jpg
Fear Street: 1994,2021,6.7,"Horror, Mystery","After a series of brutal slayings, a teen and her friends take on an evil force that's plagued their notorious town for centuries.",https://image.tmdb.org/t/p/w500/9J9Wy39ZjrVmfk7yMkulpcI5sy0.jpg
Robin Hood: Men in Tights,1993,6.6,Comedy,"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.",https://image.tmdb.org/t/p/w500/b59epUgkPPBqgWcu5Q0YrYRKDx1.jpg
I Am Dragon,2015,7.214,"Fantasy, Romance","In the midst of the wedding princess Miroslava is kidnapped by a dragon and carried away into his castle on the remote island. Mira left everything behind in the past - family, friends and groom. Now the only things she had were a stone cage and a mysterious young man named Arman ... but who is he and what is he doing on that island? Miroslava will know the truth too late: loving a dragon will reveal the bitter truth - love is scary.",https://image.tmdb.org/t/p/w500/9R9mwkXs0W78WMzh4M1yFP7v7RP.jpg
Coyote Ugly,2000,6.3,"Comedy, Drama, Music, Romance","Graced with a velvet voice, 21-year-old Violet Sanford heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at Coyote Ugly. The ""Coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics, making Coyote Ugly the watering hole for guys on the prowl.",https://image.tmdb.org/t/p/w500/xYM0laKrEqjiRSQNvqRrXPXN3iL.jpg
The Greatest Hits,2024,6.564,"Drama, Music, Romance, Fantasy","Harriet finds art imitating life when she discovers certain songs can transport her back in time – literally. While she relives the past through romantic memories of her former boyfriend, her time travelling collides with a burgeoning new love interest in the present. As she takes her journey through the hypnotic connection between music and memory, she wonders – even if she could change the past, should she?",https://image.tmdb.org/t/p/w500/cve12HkI9psBUfmkx7FeBciaQN7.jpg
Amigos Sem Compromisso,2024,6.5,"Comedy, Romance",,https://image.tmdb.org/t/p/w500/zUDpcPO8CAECZhUuMxjQeTGSfYB.jpg
American Siege,2022,5.4,"Action, Adventure, Thriller",An ex-NYPD officer-turned-sheriff of a small rural Georgia town has to contend with a gang of thieves who have taken a wealthy doctor hostage.,https://image.tmdb.org/t/p/w500/daeVrgyj0ue8qb3AHyU3UeCwoZz.jpg
Ben 10 Alien Swarm,2009,6.134,"Adventure, Action",Ben and a mysterious girl from his past must prevent an alien threat from destroying the world.,https://image.tmdb.org/t/p/w500/wROzAzrcSsRTu1fQQu2QdaUER2X.jpg
Dirty Rotten Scoundrels,1988,7.1,"Crime, Comedy","Con artist Lawrence Jamieson is a longtime resident of a luxurious coastal resort, where he enjoys the lavish fruits of his deceptions -- that is, until a competitor, Freddy Benson, shows up. When the new guy's lowbrow tactics impinge on his own sophisticated work and believing him to be the infamous conman 'The Jackal', Lawrence resolves to get rid of him. Confident of his own duplicitous talents, he challenges Freddy to a winner-takes-all competition: whoever swindles their latest mark, American heiress Janet Colgate, out of $50,000 first can stay, while the other must leave town.",https://image.tmdb.org/t/p/w500/3176xH21fSetstKpEtAD1giHbyT.jpg
Seeds of Yesterday,2015,6.5,"TV Movie, Thriller, Drama","The Sheffield family reveal and go through some home truths as their middle child inherits the Foxworth mansion. The family's ghosts looming over, and more tragedies are in store as the curse lives on.",https://image.tmdb.org/t/p/w500/xj2wTGex2P9sEbMILBG9iOebc4A.jpg
Cape Fear,1991,7.3,"Drama, Crime, Thriller","Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, Bible-quoting, psychotic rapist. What do they have in common? 14 years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",https://image.tmdb.org/t/p/w500/meJZAAuVcjic2ipvbOPz5UlE4P9.jpg
Nightbooks,2021,6.1,"Fantasy, Family, Horror","Alex, a boy obsessed with scary stories, is trapped by a witch in her modern, magical New York City apartment. His original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place.",https://image.tmdb.org/t/p/w500/ysJte1iqN8pFQ470tumnViB1wHP.jpg
Tumbbad,2018,7.51,"Fantasy, Horror","India, 1918. On the outskirts of Tumbbad, a cursed village where it always rains, Vinayak, along with his mother and his brother, care of a mysterious old woman who keeps the secret of an ancestral treasure that Vinayak gets obsessed with.",https://image.tmdb.org/t/p/w500/z1xOCxw780WFJC5uCTMfCkQ4Agi.jpg
The Other Woman,2014,6.423,"Comedy, Romance","After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.",https://image.tmdb.org/t/p/w500/yHnbb6z8REuFIyBLT2Nj3MX54dY.jpg
